record_name,start_idx,end_idx,r_peak_count
114,442800,446400,10
114,446400,450000,11
114,450000,453600,12
114,453600,457200,11
114,457200,460800,11
114,460800,464400,11
114,464400,468000,11
114,468000,471600,12
114,471600,475200,11
114,475200,478800,11
114,478800,482400,11
114,482400,486000,12
114,486000,489600,11
114,489600,493200,11
114,493200,496800,11
114,496800,500400,11
114,500400,504000,11
114,504000,507600,12
114,507600,511200,11
114,511200,514800,11
114,514800,518400,11
114,518400,522000,11
114,522000,525600,11
114,525600,529200,11
114,529200,532800,11
114,532800,536400,11
114,536400,540000,11
114,540000,543600,11
114,543600,547200,11
114,547200,550800,12
114,550800,554400,11
114,554400,558000,12
114,558000,561600,11
114,561600,565200,12
114,565200,568800,12
114,568800,572400,11
114,572400,576000,12
114,576000,579600,12
114,579600,583200,12
114,583200,586800,12
114,586800,590400,12
114,590400,594000,11
114,594000,597600,11
114,597600,601200,12
114,601200,604800,11
114,604800,608400,11
114,608400,612000,11
114,612000,615600,12
114,615600,619200,11
114,619200,622800,11
114,622800,626400,11
114,626400,630000,11
114,630000,633600,12
114,633600,637200,12
114,637200,640800,11
114,640800,644400,12
114,644400,648000,13
118,0,3600,11
118,3600,7200,12
118,7200,10800,12
118,10800,14400,12
118,14400,18000,12
118,18000,21600,12
118,21600,25200,12
118,25200,28800,12
118,28800,32400,12
118,32400,36000,13
118,36000,39600,12
118,39600,43200,13
118,43200,46800,12
118,46800,50400,12
118,50400,54000,12
118,54000,57600,12
118,57600,61200,12
118,61200,64800,11
118,64800,68400,12
118,68400,72000,11
118,72000,75600,12
118,75600,79200,12
118,79200,82800,12
118,82800,86400,12
118,86400,90000,11
118,90000,93600,11
118,93600,97200,12
118,97200,100800,13
118,100800,104400,11
118,104400,108000,12
118,108000,111600,13
118,111600,115200,12
118,115200,118800,12
118,118800,122400,12
118,122400,126000,12
118,126000,129600,12
118,129600,133200,13
118,133200,136800,13
118,136800,140400,14
118,140400,144000,13
118,144000,147600,14
118,147600,151200,15
118,151200,154800,14
118,154800,158400,14
118,158400,162000,14
118,162000,165600,14
118,165600,169200,14
118,169200,172800,13
118,172800,176400,13
118,176400,180000,13
118,180000,183600,14
118,183600,187200,14
118,187200,190800,14
118,190800,194400,14
118,194400,198000,14
118,198000,201600,13
118,201600,205200,13
118,205200,208800,13
118,208800,212400,13
118,212400,216000,13
118,216000,219600,13
118,219600,223200,13
118,223200,226800,13
118,226800,230400,13
118,230400,234000,13
118,234000,237600,13
118,237600,241200,13
118,241200,244800,11
118,244800,248400,11
118,248400,252000,12
118,252000,255600,11
118,255600,259200,11
118,259200,262800,12
118,262800,266400,13
118,266400,270000,13
118,270000,273600,13
118,273600,277200,15
118,277200,280800,13
118,280800,284400,13
118,284400,288000,12
118,288000,291600,12
118,291600,295200,13
118,295200,298800,12
118,298800,302400,11
118,302400,306000,12
118,306000,309600,13
118,309600,313200,12
118,313200,316800,13
118,316800,320400,12
118,320400,324000,12
118,324000,327600,13
118,327600,331200,12
118,331200,334800,12
118,334800,338400,13
118,338400,342000,13
118,342000,345600,12
118,345600,349200,12
118,349200,352800,13
118,352800,356400,13
118,356400,360000,13
118,360000,363600,12
118,363600,367200,11
118,367200,370800,12
118,370800,374400,12
118,374400,378000,12
118,378000,381600,11
118,381600,385200,12
118,385200,388800,12
118,388800,392400,13
118,392400,396000,12
118,396000,399600,12
118,399600,403200,11
118,403200,406800,12
118,406800,410400,11
118,410400,414000,12
118,414000,417600,11
118,417600,421200,12
118,421200,424800,13
118,424800,428400,12
118,428400,432000,12
118,432000,435600,12
118,435600,439200,12
118,439200,442800,12
118,442800,446400,13
118,446400,450000,12
118,450000,453600,12
118,453600,457200,12
118,457200,460800,12
118,460800,464400,12
118,464400,468000,12
118,468000,471600,12
118,471600,475200,12
118,475200,478800,11
118,478800,482400,11
118,482400,486000,12
118,486000,489600,12
118,489600,493200,11
118,493200,496800,12
118,496800,500400,11
118,500400,504000,11
118,504000,507600,11
118,507600,511200,12
118,511200,514800,12
118,514800,518400,12
118,518400,522000,11
118,522000,525600,12
118,525600,529200,12
118,529200,532800,11
118,532800,536400,11
118,536400,540000,11
118,540000,543600,12
118,543600,547200,11
118,547200,550800,12
118,550800,554400,12
118,554400,558000,12
118,558000,561600,12
118,561600,565200,12
118,565200,568800,11
118,568800,572400,12
118,572400,576000,12
118,576000,579600,11
118,579600,583200,14
118,583200,586800,14
118,586800,590400,14
118,590400,594000,15
118,594000,597600,15
118,597600,601200,15
118,601200,604800,14
118,604800,608400,14
118,608400,612000,13
118,612000,615600,14
118,615600,619200,13
118,619200,622800,15
118,622800,626400,14
118,626400,630000,14
118,630000,633600,14
118,633600,637200,13
118,637200,640800,14
118,640800,644400,14
118,644400,648000,14
232,0,3600,9
232,3600,7200,9
232,7200,10800,8
232,10800,14400,12
232,14400,18000,8
232,18000,21600,9
232,21600,25200,9
232,25200,28800,10
232,28800,32400,9
232,32400,36000,11
232,36000,39600,8
232,39600,43200,8
232,43200,46800,11
232,46800,50400,11
232,50400,54000,10
232,54000,57600,10
232,57600,61200,9
232,61200,64800,9
232,64800,68400,9
232,68400,72000,9
232,72000,75600,9
232,75600,79200,9
232,79200,82800,13
232,82800,86400,12
232,86400,90000,10
232,90000,93600,9
232,93600,97200,9
232,97200,100800,10
232,100800,104400,8
232,104400,108000,11
232,108000,111600,10
232,111600,115200,8
232,115200,118800,10
232,118800,122400,10
232,122400,126000,12
232,126000,129600,8
232,129600,133200,10
232,133200,136800,11
232,136800,140400,10
232,140400,144000,10
232,144000,147600,11
232,147600,151200,10
232,151200,154800,9
232,154800,158400,11
232,158400,162000,11
232,162000,165600,11
232,165600,169200,8
232,169200,172800,10
232,172800,176400,12
232,176400,180000,11
232,180000,183600,10
232,183600,187200,9
232,187200,190800,11
232,190800,194400,11
232,194400,198000,9
232,198000,201600,11
232,201600,205200,10
232,205200,208800,10
232,208800,212400,11
232,212400,216000,10
232,216000,219600,12
232,219600,223200,10
232,223200,226800,8
232,226800,230400,8
232,230400,234000,9
232,234000,237600,10
232,237600,241200,11
232,241200,244800,11
232,244800,248400,14
232,248400,252000,14
232,252000,255600,11
232,255600,259200,12
232,259200,262800,10
232,262800,266400,11
232,266400,270000,9
232,270000,273600,11
232,273600,277200,10
232,277200,280800,9
232,280800,284400,10
232,284400,288000,10
232,288000,291600,12
232,291600,295200,9
232,295200,298800,8
232,298800,302400,10
232,302400,306000,10
232,306000,309600,11
232,309600,313200,9
232,313200,316800,8
232,316800,320400,9
232,320400,324000,10
232,324000,327600,11
232,327600,331200,10
232,331200,334800,10
232,334800,338400,11
232,338400,342000,9
232,342000,345600,8
232,345600,349200,9
232,349200,352800,10
232,352800,356400,18
232,356400,360000,8
232,360000,363600,11
232,363600,367200,9
232,367200,370800,9
232,370800,374400,11
232,374400,378000,11
232,378000,381600,6
232,381600,385200,10
232,385200,388800,10
232,388800,392400,10
232,392400,396000,8
232,396000,399600,8
232,399600,403200,8
232,403200,406800,12
232,406800,410400,9
232,410400,414000,9
232,414000,417600,8
232,417600,421200,12
232,421200,424800,10
232,424800,428400,8
232,428400,432000,11
232,432000,435600,10
232,435600,439200,9
232,439200,442800,11
232,442800,446400,7
232,446400,450000,12
232,450000,453600,7
232,453600,457200,10
232,457200,460800,10
232,460800,464400,6
232,464400,468000,8
232,468000,471600,11
232,471600,475200,8
232,475200,478800,13
232,478800,482400,9
232,482400,486000,8
232,486000,489600,8
232,489600,493200,11
232,493200,496800,6
232,496800,500400,10
232,500400,504000,12
232,504000,507600,7
232,507600,511200,11
232,511200,514800,9
232,514800,518400,4
232,518400,522000,10
232,522000,525600,11
232,525600,529200,11
232,529200,532800,12
232,532800,536400,7
232,536400,540000,10
232,540000,543600,10
232,543600,547200,8
232,547200,550800,13
232,550800,554400,9
232,554400,558000,10
232,558000,561600,10
232,561600,565200,11
232,565200,568800,13
232,568800,572400,9
232,572400,576000,9
232,576000,579600,9
232,579600,583200,10
232,583200,586800,8
232,586800,590400,11
232,590400,594000,10
232,594000,597600,9
232,597600,601200,11
232,601200,604800,10
232,604800,608400,8
232,608400,612000,12
232,612000,615600,6
232,615600,619200,4
232,619200,622800,13
232,622800,626400,11
232,626400,630000,10
232,630000,633600,11
232,633600,637200,10
232,637200,640800,10
232,640800,644400,9
232,644400,648000,12
116,0,3600,13
116,3600,7200,13
116,7200,10800,13
116,10800,14400,13
116,14400,18000,13
116,18000,21600,12
116,21600,25200,13
116,25200,28800,13
116,28800,32400,13
116,32400,36000,13
116,36000,39600,12
116,39600,43200,13
116,43200,46800,12
116,46800,50400,12
116,50400,54000,12
116,54000,57600,13
116,57600,61200,13
116,61200,64800,13
116,64800,68400,13
116,68400,72000,13
116,72000,75600,13
116,75600,79200,14
116,79200,82800,13
116,82800,86400,13
116,86400,90000,13
116,90000,93600,13
116,93600,97200,13
116,97200,100800,12
116,100800,104400,13
116,104400,108000,13
116,108000,111600,13
116,111600,115200,13
116,115200,118800,13
116,118800,122400,14
116,122400,126000,13
116,126000,129600,13
116,129600,133200,13
116,133200,136800,13
116,136800,140400,13
116,140400,144000,13
116,144000,147600,13
116,147600,151200,13
116,151200,154800,13
116,154800,158400,13
116,158400,162000,14
116,162000,165600,13
116,165600,169200,13
116,169200,172800,14
116,172800,176400,14
116,176400,180000,13
116,180000,183600,14
116,183600,187200,13
116,187200,190800,13
116,190800,194400,13
116,194400,198000,13
116,198000,201600,13
116,201600,205200,13
116,205200,208800,13
116,208800,212400,13
116,212400,216000,14
116,216000,219600,13
116,219600,223200,12
116,223200,226800,12
116,226800,230400,13
116,230400,234000,13
116,234000,237600,12
116,237600,241200,13
116,241200,244800,13
116,244800,248400,13
116,248400,252000,13
116,252000,255600,13
116,255600,259200,12
116,259200,262800,12
116,262800,266400,12
116,266400,270000,12
116,270000,273600,13
116,273600,277200,12
116,277200,280800,13
116,280800,284400,13
116,284400,288000,13
116,288000,291600,12
116,291600,295200,13
116,295200,298800,13
116,298800,302400,13
116,302400,306000,12
116,306000,309600,12
116,309600,313200,13
116,313200,316800,13
116,316800,320400,12
116,320400,324000,13
116,324000,327600,13
116,327600,331200,12
116,331200,334800,13
116,334800,338400,13
116,338400,342000,13
116,342000,345600,13
116,345600,349200,13
116,349200,352800,13
116,352800,356400,13
116,356400,360000,13
116,360000,363600,11
116,363600,367200,13
116,367200,370800,13
116,370800,374400,13
116,374400,378000,13
116,378000,381600,13
116,381600,385200,13
116,385200,388800,13
116,388800,392400,12
116,392400,396000,13
116,396000,399600,13
116,399600,403200,13
116,403200,406800,13
116,406800,410400,13
116,410400,414000,13
116,414000,417600,13
116,417600,421200,13
116,421200,424800,13
116,424800,428400,13
116,428400,432000,13
116,432000,435600,13
116,435600,439200,13
116,439200,442800,13
116,442800,446400,13
116,446400,450000,13
116,450000,453600,14
116,453600,457200,13
116,457200,460800,14
116,460800,464400,13
116,464400,468000,13
116,468000,471600,14
116,471600,475200,13
116,475200,478800,14
116,478800,482400,13
116,482400,486000,14
116,486000,489600,6
116,489600,493200,11
116,493200,496800,13
116,496800,500400,14
116,500400,504000,6
116,504000,507600,13
116,507600,511200,13
116,511200,514800,13
116,514800,518400,13
116,518400,522000,13
116,522000,525600,13
116,525600,529200,13
116,529200,532800,14
116,532800,536400,14
116,536400,540000,13
116,540000,543600,13
116,543600,547200,14
116,547200,550800,13
116,550800,554400,14
116,554400,558000,13
116,558000,561600,14
116,561600,565200,14
116,565200,568800,14
116,568800,572400,13
116,572400,576000,14
116,576000,579600,14
116,579600,583200,13
116,583200,586800,14
116,586800,590400,14
116,590400,594000,14
116,594000,597600,13
116,597600,601200,14
116,601200,604800,14
116,604800,608400,13
116,608400,612000,14
116,612000,615600,14
116,615600,619200,14
116,619200,622800,14
116,622800,626400,14
116,626400,630000,14
116,630000,633600,14
116,633600,637200,13
116,637200,640800,14
116,640800,644400,14
116,644400,648000,14
109,0,3600,16
109,3600,7200,16
109,7200,10800,15
109,10800,14400,14
109,14400,18000,14
109,18000,21600,14
109,21600,25200,14
109,25200,28800,14
109,28800,32400,14
109,32400,36000,14
109,36000,39600,14
109,39600,43200,14
109,43200,46800,13
109,46800,50400,14
109,50400,54000,14
109,54000,57600,15
109,57600,61200,14
109,61200,64800,14
109,64800,68400,15
109,68400,72000,14
109,72000,75600,14
109,75600,79200,14
109,79200,82800,14
109,82800,86400,14
109,86400,90000,15
109,90000,93600,14
109,93600,97200,13
109,97200,100800,14
109,100800,104400,14
109,104400,108000,14
109,108000,111600,14
109,111600,115200,14
109,115200,118800,14
109,118800,122400,14
109,122400,126000,15
109,126000,129600,15
109,129600,133200,14
109,133200,136800,13
109,136800,140400,13
109,140400,144000,14
109,144000,147600,14
109,147600,151200,14
109,151200,154800,14
109,154800,158400,15
109,158400,162000,14
109,162000,165600,14
109,165600,169200,14
109,169200,172800,14
109,172800,176400,14
109,176400,180000,14
109,180000,183600,14
109,183600,187200,13
109,187200,190800,14
109,190800,194400,14
109,194400,198000,14
109,198000,201600,14
109,201600,205200,13
109,205200,208800,13
109,208800,212400,14
109,212400,216000,14
109,216000,219600,14
109,219600,223200,14
109,223200,226800,13
109,226800,230400,13
109,230400,234000,13
109,234000,237600,13
109,237600,241200,14
109,241200,244800,14
109,244800,248400,13
109,248400,252000,13
109,252000,255600,14
109,255600,259200,14
109,259200,262800,14
109,262800,266400,14
109,266400,270000,13
109,270000,273600,13
109,273600,277200,13
109,277200,280800,13
109,280800,284400,14
109,284400,288000,14
109,288000,291600,14
109,291600,295200,13
109,295200,298800,13
109,298800,302400,13
109,302400,306000,13
109,306000,309600,14
109,309600,313200,14
109,313200,316800,13
109,316800,320400,13
109,320400,324000,13
109,324000,327600,14
109,327600,331200,14
109,331200,334800,14
109,334800,338400,14
109,338400,342000,13
109,342000,345600,14
109,345600,349200,14
109,349200,352800,14
109,352800,356400,14
109,356400,360000,13
109,360000,363600,14
109,363600,367200,14
109,367200,370800,14
109,370800,374400,14
109,374400,378000,14
109,378000,381600,13
109,381600,385200,13
109,385200,388800,13
109,388800,392400,13
109,392400,396000,14
109,396000,399600,14
109,399600,403200,14
109,403200,406800,14
109,406800,410400,14
109,410400,414000,14
109,414000,417600,14
109,417600,421200,13
109,421200,424800,14
109,424800,428400,13
109,428400,432000,13
109,432000,435600,13
109,435600,439200,13
109,439200,442800,13
109,442800,446400,14
109,446400,450000,14
109,450000,453600,14
109,453600,457200,14
109,457200,460800,14
109,460800,464400,14
109,464400,468000,14
109,468000,471600,14
109,471600,475200,14
109,475200,478800,14
109,478800,482400,14
109,482400,486000,14
109,486000,489600,14
109,489600,493200,14
109,493200,496800,14
109,496800,500400,14
109,500400,504000,14
109,504000,507600,14
109,507600,511200,14
109,511200,514800,14
109,514800,518400,14
109,518400,522000,14
109,522000,525600,14
109,525600,529200,14
109,529200,532800,15
109,532800,536400,14
109,536400,540000,14
109,540000,543600,13
109,543600,547200,13
109,547200,550800,14
109,550800,554400,13
109,554400,558000,13
109,558000,561600,14
109,561600,565200,13
109,565200,568800,17
109,568800,572400,14
109,572400,576000,14
109,576000,579600,14
109,579600,583200,13
109,583200,586800,13
109,586800,590400,14
109,590400,594000,13
109,594000,597600,13
109,597600,601200,13
109,601200,604800,13
109,604800,608400,14
109,608400,612000,13
109,612000,615600,13
109,615600,619200,13
109,619200,622800,14
109,622800,626400,13
109,626400,630000,13
109,630000,633600,14
109,633600,637200,13
109,637200,640800,14
109,640800,644400,14
109,644400,648000,14
117,0,3600,9
117,3600,7200,8
117,7200,10800,8
117,10800,14400,9
117,14400,18000,8
117,18000,21600,8
117,21600,25200,8
117,25200,28800,9
117,28800,32400,8
117,32400,36000,8
117,36000,39600,8
117,39600,43200,8
117,43200,46800,8
117,46800,50400,8
117,50400,54000,8
117,54000,57600,8
117,57600,61200,7
117,61200,64800,8
117,64800,68400,8
117,68400,72000,9
117,72000,75600,8
117,75600,79200,9
117,79200,82800,8
117,82800,86400,9
117,86400,90000,8
117,90000,93600,8
117,93600,97200,9
117,97200,100800,8
117,100800,104400,9
117,104400,108000,8
117,108000,111600,8
117,111600,115200,8
117,115200,118800,8
117,118800,122400,8
117,122400,126000,9
117,126000,129600,8
117,129600,133200,9
117,133200,136800,8
117,136800,140400,8
117,140400,144000,8
117,144000,147600,8
117,147600,151200,9
117,151200,154800,8
117,154800,158400,8
117,158400,162000,9
117,162000,165600,8
117,165600,169200,9
117,169200,172800,8
117,172800,176400,9
117,176400,180000,8
117,180000,183600,9
117,183600,187200,8
117,187200,190800,9
117,190800,194400,8
117,194400,198000,9
117,198000,201600,8
117,201600,205200,8
117,205200,208800,8
117,208800,212400,8
117,212400,216000,9
117,216000,219600,8
117,219600,223200,8
117,223200,226800,8
117,226800,230400,8
117,230400,234000,9
117,234000,237600,9
117,237600,241200,8
117,241200,244800,9
117,244800,248400,8
117,248400,252000,8
117,252000,255600,8
117,255600,259200,9
117,259200,262800,11
117,262800,266400,10
117,266400,270000,8
117,270000,273600,9
117,273600,277200,8
117,277200,280800,8
117,280800,284400,8
117,284400,288000,8
117,288000,291600,9
117,291600,295200,8
117,295200,298800,8
117,298800,302400,9
117,302400,306000,8
117,306000,309600,8
117,309600,313200,8
117,313200,316800,9
117,316800,320400,8
117,320400,324000,9
117,324000,327600,8
117,327600,331200,8
117,331200,334800,8
117,334800,338400,8
117,338400,342000,8
117,342000,345600,9
117,345600,349200,8
117,349200,352800,9
117,352800,356400,8
117,356400,360000,8
117,360000,363600,8
117,363600,367200,10
117,367200,370800,8
117,370800,374400,8
117,374400,378000,9
117,378000,381600,8
117,381600,385200,8
117,385200,388800,8
117,388800,392400,9
117,392400,396000,8
117,396000,399600,9
117,399600,403200,8
117,403200,406800,8
117,406800,410400,8
117,410400,414000,8
117,414000,417600,9
117,417600,421200,8
117,421200,424800,9
117,424800,428400,8
117,428400,432000,9
117,432000,435600,8
117,435600,439200,9
117,439200,442800,8
117,442800,446400,8
117,446400,450000,8
117,450000,453600,8
117,453600,457200,8
117,457200,460800,8
117,460800,464400,8
117,464400,468000,8
117,468000,471600,8
117,471600,475200,8
117,475200,478800,9
117,478800,482400,8
117,482400,486000,9
117,486000,489600,8
117,489600,493200,9
117,493200,496800,8
117,496800,500400,9
117,500400,504000,8
117,504000,507600,9
117,507600,511200,8
117,511200,514800,9
117,514800,518400,8
117,518400,522000,9
117,522000,525600,8
117,525600,529200,9
117,529200,532800,9
117,532800,536400,8
117,536400,540000,9
117,540000,543600,8
117,543600,547200,8
117,547200,550800,8
117,550800,554400,8
117,554400,558000,9
117,558000,561600,8
117,561600,565200,9
117,565200,568800,8
117,568800,572400,9
117,572400,576000,8
117,576000,579600,8
117,579600,583200,9
117,583200,586800,8
117,586800,590400,9
117,590400,594000,8
117,594000,597600,9
117,597600,601200,8
117,601200,604800,9
117,604800,608400,9
117,608400,612000,8
117,612000,615600,9
117,615600,619200,8
117,619200,622800,8
117,622800,626400,8
117,626400,630000,8
117,630000,633600,8
117,633600,637200,8
117,637200,640800,9
117,640800,644400,8
117,644400,648000,9
208,0,3600,14
208,3600,7200,16
208,7200,10800,16
208,10800,14400,16
208,14400,18000,14
208,18000,21600,15
208,21600,25200,12
208,25200,28800,11
208,28800,32400,14
208,32400,36000,14
208,36000,39600,12
208,39600,43200,8
208,43200,46800,16
208,46800,50400,11
208,50400,54000,8
208,54000,57600,10
208,57600,61200,15
208,61200,64800,11
208,64800,68400,16
208,68400,72000,16
208,72000,75600,13
208,75600,79200,10
208,79200,82800,14
208,82800,86400,14
208,86400,90000,12
208,90000,93600,13
208,93600,97200,13
208,97200,100800,11
208,100800,104400,11
208,104400,108000,13
208,108000,111600,10
208,111600,115200,11
208,115200,118800,15
208,118800,122400,14
208,122400,126000,15
208,126000,129600,17
208,129600,133200,19
208,133200,136800,17
208,136800,140400,15
208,140400,144000,12
208,144000,147600,11
208,147600,151200,11
208,151200,154800,16
208,154800,158400,16
208,158400,162000,15
208,162000,165600,16
208,165600,169200,14
208,169200,172800,15
208,172800,176400,15
208,176400,180000,15
208,180000,183600,14
208,183600,187200,14
208,187200,190800,16
208,190800,194400,16
208,194400,198000,16
208,198000,201600,15
208,201600,205200,16
208,205200,208800,15
208,208800,212400,15
208,212400,216000,16
208,216000,219600,15
208,219600,223200,17
208,223200,226800,12
208,226800,230400,16
208,230400,234000,13
208,234000,237600,12
208,237600,241200,15
208,241200,244800,17
208,244800,248400,15
208,248400,252000,13
208,252000,255600,15
208,255600,259200,16
208,259200,262800,16
208,262800,266400,14
208,266400,270000,16
208,270000,273600,15
208,273600,277200,16
208,277200,280800,15
208,280800,284400,14
208,284400,288000,11
208,288000,291600,16
208,291600,295200,16
208,295200,298800,16
208,298800,302400,16
208,302400,306000,15
208,306000,309600,12
208,309600,313200,16
208,313200,316800,9
208,316800,320400,17
208,320400,324000,14
208,324000,327600,18
208,327600,331200,11
208,331200,334800,14
208,334800,338400,10
208,338400,342000,10
208,342000,345600,13
208,345600,349200,15
208,349200,352800,8
208,352800,356400,11
208,356400,360000,15
208,360000,363600,9
208,363600,367200,11
208,367200,370800,15
208,370800,374400,9
208,374400,378000,10
208,378000,381600,16
208,381600,385200,10
208,385200,388800,11
208,388800,392400,9
208,392400,396000,10
208,396000,399600,10
208,399600,403200,12
208,403200,406800,9
208,406800,410400,9
208,410400,414000,11
208,414000,417600,10
208,417600,421200,10
208,421200,424800,15
208,424800,428400,21
208,428400,432000,19
208,432000,435600,18
208,435600,439200,14
208,439200,442800,17
208,442800,446400,18
208,446400,450000,15
208,450000,453600,12
208,453600,457200,15
208,457200,460800,13
208,460800,464400,14
208,464400,468000,17
208,468000,471600,17
208,471600,475200,10
208,475200,478800,15
208,478800,482400,13
208,482400,486000,13
208,486000,489600,15
208,489600,493200,16
208,493200,496800,11
208,496800,500400,5
208,500400,504000,11
208,504000,507600,11
208,507600,511200,14
208,511200,514800,12
208,514800,518400,12
208,518400,522000,10
208,522000,525600,14
208,525600,529200,14
208,529200,532800,12
208,532800,536400,15
208,536400,540000,14
208,540000,543600,13
208,543600,547200,13
208,547200,550800,15
208,550800,554400,14
208,554400,558000,13
208,558000,561600,16
208,561600,565200,10
208,565200,568800,10
208,568800,572400,10
208,572400,576000,9
208,576000,579600,11
208,579600,583200,16
208,583200,586800,14
208,586800,590400,12
208,590400,594000,9
208,594000,597600,10
208,597600,601200,13
208,601200,604800,9
208,604800,608400,10
208,608400,612000,15
208,612000,615600,9
208,615600,619200,8
208,619200,622800,14
208,622800,626400,13
208,626400,630000,14
208,630000,633600,15
208,633600,637200,15
208,637200,640800,10
208,640800,644400,15
208,644400,648000,14
212,0,3600,15
212,3600,7200,15
212,7200,10800,15
212,10800,14400,15
212,14400,18000,14
212,18000,21600,15
212,21600,25200,14
212,25200,28800,14
212,28800,32400,15
212,32400,36000,15
212,36000,39600,16
212,39600,43200,14
212,43200,46800,16
212,46800,50400,15
212,50400,54000,16
212,54000,57600,16
212,57600,61200,16
212,61200,64800,16
212,64800,68400,15
212,68400,72000,14
212,72000,75600,15
212,75600,79200,15
212,79200,82800,16
212,82800,86400,15
212,86400,90000,15
212,90000,93600,15
212,93600,97200,15
212,97200,100800,16
212,100800,104400,16
212,104400,108000,15
212,108000,111600,15
212,111600,115200,15
212,115200,118800,15
212,118800,122400,15
212,122400,126000,16
212,126000,129600,16
212,129600,133200,16
212,133200,136800,15
212,136800,140400,15
212,140400,144000,16
212,144000,147600,15
212,147600,151200,15
212,151200,154800,17
212,154800,158400,16
212,158400,162000,16
212,162000,165600,15
212,165600,169200,15
212,169200,172800,15
212,172800,176400,15
212,176400,180000,16
212,180000,183600,15
212,183600,187200,15
212,187200,190800,15
212,190800,194400,15
212,194400,198000,15
212,198000,201600,16
212,201600,205200,16
212,205200,208800,16
212,208800,212400,15
212,212400,216000,15
212,216000,219600,15
212,219600,223200,15
212,223200,226800,15
212,226800,230400,17
212,230400,234000,16
212,234000,237600,15
212,237600,241200,16
212,241200,244800,16
212,244800,248400,15
212,248400,252000,16
212,252000,255600,15
212,255600,259200,15
212,259200,262800,16
212,262800,266400,15
212,266400,270000,16
212,270000,273600,16
212,273600,277200,16
212,277200,280800,15
212,280800,284400,15
212,284400,288000,15
212,288000,291600,16
212,291600,295200,16
212,295200,298800,16
212,298800,302400,15
212,302400,306000,15
212,306000,309600,15
212,309600,313200,16
212,313200,316800,15
212,316800,320400,15
212,320400,324000,15
212,324000,327600,15
212,327600,331200,15
212,331200,334800,15
212,334800,338400,16
212,338400,342000,15
212,342000,345600,15
212,345600,349200,15
212,349200,352800,14
212,352800,356400,15
212,356400,360000,14
212,360000,363600,14
212,363600,367200,16
212,367200,370800,16
212,370800,374400,15
212,374400,378000,16
212,378000,381600,15
212,381600,385200,16
212,385200,388800,16
212,388800,392400,16
212,392400,396000,15
212,396000,399600,15
212,399600,403200,15
212,403200,406800,15
212,406800,410400,15
212,410400,414000,15
212,414000,417600,15
212,417600,421200,15
212,421200,424800,15
212,424800,428400,15
212,428400,432000,15
212,432000,435600,16
212,435600,439200,14
212,439200,442800,15
212,442800,446400,15
212,446400,450000,15
212,450000,453600,14
212,453600,457200,15
212,457200,460800,15
212,460800,464400,15
212,464400,468000,15
212,468000,471600,15
212,471600,475200,15
212,475200,478800,15
212,478800,482400,14
212,482400,486000,13
212,486000,489600,14
